x1,x2,G,F1,F2,F3,F4
50.65053606,50.01147688,-7.154410428,0.650637295,99.99063933,99.3494646,140.9539667
57.01779923,57.38607553,-1.721832679,10.18840605,92.87942997,93.27509728,131.2365371
103.426287,118.6713259,-0.087299284,87.00643161,61.93427129,82.97506702,56.13017518
138.5495195,148.4104783,-2.280681781,132.3844388,88.56378481,99.07439502,11.56028041
50.8479523,149.3967001,-6.742702897,99.40031694,1.040669934,140.3952725,99.1538831
53.92587828,147.6077399,-4.498113698,97.68665931,4.59732843,136.9580511,96.10390092
85.00833999,90.36827295,-0.184556075,53.43389683,69.14858451,76.50825662,88.20350753
147.4005606,128.4484997,-0.068335602,125.0641288,99.75638512,78.49155487,21.70770028
56.79813051,59.15983504,-1.319317401,11.40689074,91.09418285,93.65089991,130.1480851
143.0492681,140.4977539,-1.197206024,129.7998835,93.53319719,90.76428884,11.77307757
55.44852897,53.85054126,-3.345006219,6.671816543,96.30371168,94.62984382,134.8506548
101.6622493,116.0910709,-0.315872782,83.88693378,61.79646811,81.88142526,59.04535218
50.89660963,149.0197552,-6.526560486,99.02381445,1.328453498,140.0942322,99.10823812
72.64064527,148.1108465,-0.084050747,100.6893094,22.71932479,124.9408179,77.38241832
54.44391577,144.7790127,-3.210617559,94.88313669,6.856172121,134.5883594,95.69860993
143.2854932,147.867195,-3.54679395,135.204183,93.30987137,98.0972602,7.045101772
91.03638379,82.60061686,-0.036932337,52.40977976,78.90919871,67.37587296,89.55101833
52.29530306,54.80917893,-4.186533235,5.32884773,95.21848997,97.82298302,136.4093113
149.9999966,131.4453465,-1.183982736,128.9703213,101.7068065,81.44534648,18.55465352
149.9984738,147.2250923,-6.101646598,139.4719088,100.0369676,97.22509236,2.774908072
141.8357901,141.9749632,-1.252904964,129.9738673,92.18575574,92.33660256,11.44794913
50.33510665,52.48020402,-6.075115072,2.502740189,97.52037174,99.69574905,139.4388811
51.6846961,145.5907631,-4.602834533,95.60560758,4.720124,137.125829,98.41412678
90.1967038,116.5778973,-0.063760609,77.77140483,52.27630384,89.49329947,68.50891317
134.5775825,50.08088891,-1.800061873,84.5776212,130.9091144,15.4226296,101.102323
149.9999981,128.7682931,-0.732180659,127.2966756,102.229081,78.76829314,21.23170686
144.3034529,50.07421047,-4.793997232,94.30348213,137.398343,5.697030425,100.0880316
147.3683016,147.7641067,-5.11440757,137.979733,97.39396996,97.79952145,3.4532673
148.8071939,146.9375358,-5.396840287,138.4187394,98.85464203,96.9448742,3.286559505
51.18326305,128.0079081,-0.325964803,78.01688174,22.02390106,125.8967086,101.2343796
148.8065101,148.8955925,-6.316622162,139.7965117,98.81268219,98.90279391,1.626079297
92.92891727,84.08174811,-0.217299217,54.81293179,78.66452739,66.47310764,87.1913093
64.3896193,50.64176627,-1.855163825,14.40392334,100.3948194,85.61278612,131.1533297
54.58650921,51.32371421,-4.687397542,4.773707788,98.78281958,95.42267259,137.2615882
56.84050374,142.248977,-1.67141582,92.50224999,10.33783578,131.1051696,93.48138906
126.9898212,50.85848019,-0.268301812,76.99460735,125.5247925,23.0261876,101.776762
50.16588717,131.2334215,-1.097095221,81.23359089,18.76731166,128.7078819,101.5826489
52.38912305,132.8270858,-0.777259777,82.8615354,17.33830705,128.0164421,99.11000092
54.72832299,61.72378183,-1.260235665,12.64136459,88.40275863,95.99030941,129.8821894
126.9124732,51.87272447,-0.03385941,76.93526911,124.6775471,23.16335446,100.8067264
129.2371632,149.5727081,-0.691398462,127.2527101,79.23831531,101.7144021,20.76723307
147.9869106,149.0834328,-6.011492454,139.3519333,97.99119731,99.10388076,2.211927731
134.8089424,149.0874843,-1.587310587,130.4257883,84.81385141,100.2451883,15.21844002
87.88220018,88.96677217,-0.29939536,54.34584091,71.83394733,73.32823732,87.08430372
143.6809063,146.325053,-3.107534195,134.3675111,93.75295968,96.53210229,7.310005498
114.6003687,113.3747095,-0.017291238,90.49619567,74.26048436,72.59123707,50.93668429
126.0587622,50.23986029,-0.29630312,76.05914042,125.4472829,23.94243931,102.5927305
50.2744998,58.36874769,-3.71390208,8.373248354,91.63166347,100.0760277,135.4306531
83.85277912,101.1849905,-0.314790696,61.36704254,59.4046783,83.63825731,82.20924509
139.8253097,58.80451577,-0.615042169,90.25577964,128.0046976,13.45525254,91.76132446
50.09825324,76.24480973,-0.064702496,26.24499365,73.75525571,103.291573,124.178046
147.8892605,146.2719791,-4.699590299,137.2974919,97.96022382,96.29511504,4.284082314
51.10895146,131.0116506,-0.79792664,81.01924034,19.02070416,127.8371113,100.6975516
143.6504679,134.1075669,-0.096358367,125.8749099,94.98936559,84.34689895,17.11391213
142.525389,52.39289104,-3.188446409,92.55632626,134.4919898,7.848295208,97.89288805
72.85776546,149.9952797,-0.495118577,102.5745261,22.85776594,126.2932315,77.14223469
50.34153121,72.04463769,-0.523523776,22.04728316,77.95611045,102.0675093,126.52608
147.7719692,52.23253108,-5.295686607,97.79745471,138.2672627,3.154095191,97.79285301
148.2056918,148.0292921,-5.613769299,138.7591439,98.22546308,98.04571207,2.665188803
60.00800968,50.00277141,-3.283568709,10.00801007,100.4967959,89.99199036,134.5288224
54.83351252,55.09351487,-3.11749364,7.021875603,95.02948891,95.30269793,134.4020136
94.51874091,113.5096057,-0.435688274,77.55893442,57.56272378,84.33054088,66.40571502
56.756067,142.4612535,-1.752799591,92.70775505,10.12309931,131.314563,93.5481894
113.7519562,113.8463065,-0.041877205,90.2256215,73.28984561,73.41846864,51.19580287
70.93050551,50.62127261,-0.615486165,20.93972398,101.5589362,79.07193522,126.9965213
148.2818107,55.87942386,-4.014789133,98.4575134,136.0808479,6.125340748,94.13625777
63.32999374,149.1367182,-2.037968312,100.028884,13.35791857,131.6805942,86.67430553
131.4678105,51.05203468,-0.891214127,81.47460292,128.170605,18.56202644,100.6684752
52.86627184,147.0764219,-4.714448754,97.11872735,4.094242691,137.3273201,97.17771583
132.1251305,149.6366976,-1.204623576,129.1201324,82.12593413,101.22738,17.87856109
100.6577579,88.96701738,-0.666551347,63.911164,79.31729577,62.87356594,78.48364045
136.7782822,53.40337182,-1.287991333,86.84499528,129.8513721,13.65271991,97.4972943
149.4901761,70.97756306,-0.637054081,101.6776932,127.0544792,20.98375734,79.02408153
123.3890622,50.00155604,-0.047890444,73.38906222,124.038878,26.61093784,103.478649
50.10195593,52.7819169,-6.048399905,2.783784588,97.21813657,99.93677137,139.3950318
55.42847845,142.0304502,-2.017946824,92.1904124,9.642722778,131.9597531,94.9067248
149.9707751,68.36228028,-1.211106238,101.6431464,129.0692572,18.36230354,81.63772495
149.2272932,53.08316705,-5.584445167,99.27518135,138.7044636,3.178520863,96.91991325
147.181392,53.02290028,-4.692638113,97.22839544,137.2908621,4.133095336,97.01805204
52.80923144,55.14863165,-3.850078581,5.865167447,94.89296001,97.32704609,135.8043724
146.3906553,54.33605533,-3.84454706,96.48813297,135.8040822,5.641696994,95.73200969
50.11290189,50.56936381,-7.143169067,0.58044981,99.43070029,99.88872081,140.9392911
50.00129793,53.37057089,-5.825500702,3.370571141,96.62942912,100.0554904,139.0574953
146.17215,141.1265617,-2.258394964,132.488236,96.58064167,91.20692231,9.66386793
50.25705856,75.49492896,-0.110219056,25.49622486,74.50551449,102.9497245,124.4976304
142.7970706,52.89974432,-3.092032331,92.84236554,134.3121587,7.764709161,97.36704701
149.3350823,147.0830162,-5.711338902,138.8976984,99.37790182,97.08529322,2.991807104
149.9912267,54.61571851,-5.271970925,100.0977036,138.1897484,4.615726852,95.38428189
69.96558523,148.775467,-0.609824918,100.773099,20.00310163,127.1302499,80.04378195
55.44999805,60.32946269,-1.392471629,11.67905297,89.83600469,95.1125684,130.3092788
108.5416222,87.77015017,-0.411040259,69.66854219,85.43813983,56.08369938,74.77533886
52.38859749,141.8318759,-2.964395607,91.86293502,8.510208525,134.0189514,97.95256072
147.9322206,130.1272807,-0.417644802,126.5349792,99.92819827,80.153957,19.98000711
56.76375102,56.80544589,-1.957377989,9.594916446,93.43967703,93.48428861,131.8264884
140.9121692,149.94853,-3.562042784,135.1100705,90.91218374,100.3608356,9.087976586
95.6068625,111.0505364,-0.616243748,76.20468421,59.97538349,81.76662765,66.90047927
50.39225734,128.5655573,-0.598967911,78.56653654,21.4380316,126.863112,101.8878684
52.83775321,58.24531125,-2.77968026,8.719977119,91.79856072,97.51147296,133.6391601
132.7246495,149.3621322,-1.239215304,129.291148,82.72710865,100.8527196,17.2871227
58.63821907,50.75766179,-3.428744295,8.671382821,99.61757136,91.36492252,134.8926118
110.184311,85.86715044,-0.217143931,70.06142859,87.9498362,53.58863283,75.48716103
59.2712223,143.0033766,-1.240998626,93.46434412,11.61500331,129.9282077,90.99815296
71.24280571,50.09887956,-0.704197221,21.24303583,102.1346692,78.75725636,127.2121438
113.9632811,93.54421069,-0.376426186,77.37828907,85.31446233,56.52206109,66.97687102
104.6160766,81.31738045,-0.065053363,62.95787593,87.75088633,55.140537,82.32255299
132.8304955,53.40337182,-0.527639635,82.9003856,127.2470022,17.50356601,98.11065415
86.25361244,85.78530642,-0.019546555,50.94028436,73.74178793,73.10396762,90.48275415
142.8122711,142.6419846,-1.682657408,131.1360171,93.1034804,92.92040008,10.28609923
50.53185108,145.4403332,-5.052979541,95.44181505,4.590580271,137.8505344,99.57260272
145.396219,141.5737397,-2.14049225,132.2353523,95.76763784,91.68939201,9.601909287
143.131957,57.65955358,-1.688587652,93.44640268,131.1499884,10.28779742,92.59550777
149.9986667,74.13357304,-0.32938635,102.8696393,125.5207078,24.13357308,75.86642697
129.7571378,51.87040541,-0.409744239,79.77906645,126.4540168,20.32908968,100.1957624
63.99645166,143.4761266,-0.371744361,94.51818294,15.44220137,127.0212446,86.25063044
149.899935,131.0893544,-1.090131644,128.6681018,101.6740357,81.08941614,18.91091035
82.35252214,106.8633421,-0.091367193,65.42266705,53.92083961,88.37205969,80.23062081
90.32416237,83.14871372,-0.049036895,52.20033805,78.07132988,68.26450628,89.61194158
144.2149151,63.90218674,-0.550369828,95.2350829,127.629478,15.05782202,86.29195013
105.0104833,89.92032672,-0.654620086,67.96900588,81.45993136,60.1472285,75.05746967
50.00058646,71.73585105,-0.655952437,21.73585105,78.26414896,102.3344025,126.9848799
68.221706,50.67878749,-1.049622296,18.23434458,100.9788781,81.78111103,128.6561022
139.6385414,141.7065191,-0.687123822,128.2386594,90.02138601,92.29000739,13.27183669
110.8077468,115.0558049,-0.125245272,89.04964801,70.13329337,75.94926241,52.50837541
64.06591974,147.8322517,-1.456071919,98.83824951,14.23197917,130.2144985,85.96141741
149.2679264,63.13026409,-2.131962216,100.1325374,131.9108496,13.15065652,86.87282054
148.9315902,53.79984482,-5.131103461,99.00453709,137.9924976,3.947191418,96.20608794
138.8109381,55.47288149,-1.184404722,88.9794086,129.7025785,12.45582347,95.18703294
149.9984738,129.6977637,-0.879273929,127.8727036,102.0385984,79.69776376,20.30223631
147.1906397,133.8524301,-0.854889556,128.3637428,98.52291341,83.89947873,16.39013484
52.48097137,53.80074136,-4.511872981,4.538816347,96.23124535,97.59306625,136.9826935
58.689189,59.47890978,-0.788410506,12.8589166,90.93717491,91.80149201,128.575783
58.78299892,57.75496719,-1.16837024,11.71667983,92.66222072,91.54605836,129.7292849
142.2961393,53.61129478,-2.680165738,92.3667623,133.4517134,8.508285364,96.69608039
145.2773925,61.62742037,-1.283829239,95.9842613,129.9518924,12.54989747,88.49867712
149.9998867,123.6237179,-0.072643727,124.1790206,103.4199477,73.62371789,26.37628211
105.6381882,88.69506269,-0.569314723,67.77105475,82.78830427,58.86661382,75.67209318
141.3183385,142.9528623,-1.373279899,130.3045416,91.58985261,93.35740924,11.18183327
145.0682776,148.325068,-4.397402678,136.7691355,95.08303111,98.44867135,5.208385812
135.1412675,57.00854894,-0.128999774,85.42924087,126.0811065,16.42868493,94.17107784
108.1746055,85.60524562,-0.286388998,68.20570537,86.78115649,54.92810881,76.78572793
149.149507,50.07848632,-7.014452547,99.14953809,140.7655272,0.854106787,99.92513314
52.86627184,149.4225583,-5.776648243,99.46386583,2.923859306,138.9957058,97.13544453
133.1196228,144.946318,-0.206769665,126.1890447,83.27311329,96.43521365,17.62063666
59.23453123,53.80074136,-2.164568898,9.986100432,96.64147107,90.84501063,132.2598491
132.2871489,50.21228166,-1.2801798,82.28742272,129.3397217,17.71412311,101.3475891
87.62947669,87.49388624,-0.203257454,53.12032588,72.95883616,72.77275371,88.30116893
73.26936965,148.6915818,-0.134040673,101.3976917,23.30612627,125.0104714,76.74178518
58.61079094,61.24782488,-0.441522429,14.16542569,89.16890887,92.07877658,127.3928417
70.93050551,51.01572986,-0.515991798,20.95513703,101.1729796,79.07601828,126.6880843
106.2855033,81.42206604,-0.033501534,64.46242407,88.7186052,53.83589375,81.32582767
55.84544394,133.897507,-0.164297012,84.10089714,17.1306595,126.1105551,95.52157195
62.84082175,149.872012,-2.416214301,100.6941184,12.84145958,132.556181,87.15927222
130.5897702,50.97303121,-0.763698208,80.59564411,127.6755717,19.43460344,100.9113352
148.6451019,149.5503611,-6.56508139,140.1468178,98.64612665,99.55958091,1.427558748
51.16681517,59.68920353,-2.937352969,9.759207073,90.31833378,99.30699416,133.8806871
99.71094217,100.2721186,-0.999553913,70.69981386,70.31386748,71.10749079,70.72376917
61.56339262,145.8769406,-1.464977289,96.57173389,12.27646805,130.4355061,88.5326671
51.45540681,149.6818628,-6.581950199,99.69248704,1.489771891,140.1695781,98.54510672
148.3214633,130.5538142,-0.577254379,127.1063614,100.2260659,80.57130048,19.51849455
50.0246061,149.1995774,-7.068976322,99.19958041,0.800800763,140.8390412,99.97859802
57.87192466,146.6714646,-2.724946726,96.99143918,8.546715482,133.5400851,92.18818478
130.448766,147.6551494,-0.400389892,126.5248282,80.48293153,99.59306677,19.69134523
87.24424616,113.5772925,-0.117183174,73.68314594,52.09364157,89.33284259,72.55961866
111.7598185,115.1808613,-0.068597322,89.79320608,70.89885475,75.5702068,51.71734625
50.0057506,142.4612535,-4.119700688,92.46125371,7.538748661,136.1907975,100.2780266
147.1891573,134.1075669,-0.902337792,128.5294328,98.47995597,84.15452241,16.13909128
146.4556339,57.3389554,-2.818384064,96.73442805,133.7526018,8.150018259,92.72880738
147.8144008,146.9745181,-4.964905533,137.7378458,97.86117999,96.99914432,3.732343055
125.8130604,149.5727081,-0.222330282,125.1492882,75.8142645,102.4682012,24.19071365
147.0698161,60.05680617,-2.215831787,97.58938746,132.3341502,10.47498583,89.99091118
50.2564214,134.7052617,-1.771892018,84.70564982,15.29688764,130.8577962,100.9094173
57.54980429,142.8196614,-1.632591962,93.12619978,10.41905981,131.0058328,92.72861452
58.85220026,139.6488916,-0.568716204,90.08487786,13.62009155,127.8469599,91.73367344
52.55949313,147.2250923,-4.909826247,97.2587764,3.775065241,137.6494495,97.48001073
95.63375924,118.5402701,-0.081833494,82.3420221,55.4270204,87.48403714,62.81244098
54.44679788,141.5737397,-2.189669035,91.68164385,9.527637359,132.3486465,95.92401314
147.9064503,146.019366,-4.602494209,137.1327519,97.98733822,96.04218658,4.497599057
50.00643415,75.77283039,-0.136119164,25.77283119,74.22716989,103.2615708,124.5326701
145.1780021,140.4681581,-1.771387887,131.3138976,95.65410649,90.59657438,10.68211939
149.5170076,126.8981298,-0.345080339,125.7654848,102.1632576,76.8996466,23.10691864
50.02613795,76.49116895,-0.054867083,26.49118184,73.5088357,103.4241516,124.0899727
62.38713177,145.7449695,-1.238643646,96.54294496,13.09756916,129.7810228,87.71613286
149.9855883,53.6260302,-5.703295431,100.0513167,138.870659,3.626058842,96.37397087
62.49046407,59.4979699,-0.04896499,15.69149849,91.35988805,88.02346455,125.89097
138.6827384,50.00152962,-2.886475483,88.68273842,133.6574808,11.3172617,100.6368446
61.75850247,57.09765273,-0.667032118,13.73459336,93.64351824,88.52648508,128.1304336
57.29975419,59.34071124,-1.147933947,11.85475844,90.95269677,93.16965418,129.662802
50.13099629,131.9361714,-1.237179751,81.93627614,18.06430355,129.1795421,101.4895059
50.4645589,125.7838487,-0.2102211,75.78527253,24.22060694,125.1019414,102.4388892
83.28943532,89.76744512,-0.035036169,51.86170258,68.8196714,77.66433629,89.87914167
135.1715009,53.61129478,-0.899021844,85.24802642,128.6272407,15.26190803,97.52264804
75.48997095,149.4997074,-0.056880808,102.7128541,25.49488011,124.3058173,74.51170862
136.6322052,148.4114181,-1.793722053,131.1104351,86.646769,99.31518087,13.46185459
149.8906536,139.2561013,-3.015455105,133.9581811,100.4667808,89.25616824,10.74445517
94.54351045,87.57230293,-0.506595585,58.2735126,76.68990602,66.98582074,83.50233287
149.8908436,138.9515688,-2.924759076,133.7556064,100.4999924,88.95163577,11.04897041
99.01905037,88.38126218,-0.630438461,62.257438,78.73840328,63.81362324,79.97453392
145.0882687,146.7076345,-3.750102031,135.6250177,95.14524955,96.83228636,5.913101967
86.88661654,111.5159781,-0.214534286,71.72752635,53.30705793,88.13350513,73.92103298
124.5133174,50.08158806,-0.15077307,74.51336207,124.6431848,25.48681319,103.1176999
63.99645166,142.1500765,-0.105776517,93.2069593,16.0474907,126.0485896,86.36105387
53.21150069,64.85018718,-0.999074514,15.19347873,85.2103536,97.92109914,128.9127776
56.95888129,143.0268604,-1.853564508,93.28677711,9.851431615,131.5699302,93.30206025
52.83485831,50.44363488,-5.855932791,2.869361178,99.5967181,97.16615445,139.1133875
149.9995831,124.7106229,-0.191696215,124.8262545,103.1478028,74.7106229,25.2893771
148.6906989,148.0292921,-5.84226805,139.1028259,98.71037302,98.03803539,2.366000607
143.7564968,50.29718312,-4.479012756,93.75696778,136.8609966,6.250571986,99.89811322
93.97846768,111.0251664,-0.573880139,75.22085182,58.76345188,82.8401051,68.24551077
144.0264462,146.4296238,-3.26369147,134.6834991,94.09420907,96.61446935,6.959233492
102.2248745,81.92561389,-0.152178547,61.21014898,85.79953123,57.4604859,83.16600665
124.8930475,50.00144213,-0.212436292,74.89304753,124.9347035,25.10695253,103.1022339
56.95888129,142.7593274,-1.778458138,93.01999164,10.0425778,131.3809065,93.32243626
